id,church_id,name,description,icon,color,permissions
"6785a2f6-0c9c-47ac-a49d-baa49f9fafca","","Ministério da Mulher","","🏢","emerald","{""ver_vs"":false,""ver_cifra"":false,""ver_letra"":true,""ver_midia"":false,""ver_cantor"":false,""ver_escala"":false,""ver_youtube"":true,""ver_repertorio"":true,""ver_musicas_novas"":true,""enviar_solic_musica"":false,""enviar_sugestao_culto"":false,""gerar_script_holyrics"":false,""ver_aba_midias_upadas"":false}"
