id,church_id,name
8928651c-c611-445e-b14c-ccf7ed016419,ae125cfd-96ef-4324-b1f0-f96a4f34eecf,Adoração
9f7bdbd4-239b-4514-b3ab-86c0c192847b,ae125cfd-96ef-4324-b1f0-f96a4f34eecf,Ceia
caa4a4fe-e008-4756-8d8f-f8a95b40d740,ae125cfd-96ef-4324-b1f0-f96a4f34eecf,Celebração
da9312b6-8384-406e-bcc9-ef844f07e05d,ae125cfd-96ef-4324-b1f0-f96a4f34eecf,Gratidão
