id,ministry_id,name,description,created_at
22716b5c-b777-49e8-829b-9dccc41920e4,86af156f-4451-42f1-bfc7-65e85bcd37a0,Teclado,,2026-08-13 11:43:12.321643+00
24939a51-3150-4567-ab66-f931b11abee5,86af156f-4451-42f1-bfc7-65e85bcd37a0,Bateria,,2026-08-13 11:43:12.321643+00
2a8000b8-caa5-43e0-9727-b3ce68587e8d,86af156f-4451-42f1-bfc7-65e85bcd37a0,Diretor musical,,2026-08-14 00:18:14.910068+00
426fa2e6-2666-4370-a378-89bf7410a1dd,8569de15-b871-4876-85fa-082560a97e2c,Câmera móvel,,2026-08-13 11:43:12.321643+00
6bf73e20-da92-4982-bbe1-abe70e93878e,8569de15-b871-4876-85fa-082560a97e2c,Operador da Transmissão,,2026-08-13 11:43:12.321643+00
9d56f120-c2b2-460a-977e-aaac49d212a0,8569de15-b871-4876-85fa-082560a97e2c,Operador da Projeção,,2026-08-13 11:43:12.321643+00
b97b5413-7c0b-4331-a097-5573a44a1957,86af156f-4451-42f1-bfc7-65e85bcd37a0,Violão,,2026-08-13 11:43:12.321643+00
d4a6ebdc-403c-4f5d-ae7c-3bba5441a1e4,86af156f-4451-42f1-bfc7-65e85bcd37a0,Vocalista,,2026-08-13 11:43:12.321643+00
f497dfbf-26c5-49ae-820a-b2cfaf3bf92d,8569de15-b871-4876-85fa-082560a97e2c,Operador da Iluminação,,2026-08-13 11:43:12.321643+00
