id,ministry_id,name,code
2064ae03-e611-4ce5-b6a4-2723f47cc8e5,86af156f-4451-42f1-bfc7-65e85bcd37a0,Bateria,bateria
d131cec9-1072-4697-a918-3713220e628f,86af156f-4451-42f1-bfc7-65e85bcd37a0,Cantor,cantor
d6f15111-ee11-44d0-86d3-c91de1663e5e,86af156f-4451-42f1-bfc7-65e85bcd37a0,Violão,violao
d8664810-3dc0-4a49-bc7f-81c9de82236b,86af156f-4451-42f1-bfc7-65e85bcd37a0,Teclado,teclado
