id,church_id,name,description,icon,color,permissions
8569de15-b871-4876-85fa-082560a97e2c,ae125cfd-96ef-4324-b1f0-f96a4f34eecf,Mídias,"Iluminação, Transmissão, Projeção e Câmeras",🎛️,rose,"{""ver_vs"":false,""ver_cifra"":false,""ver_letra"":true,""ver_midia"":true,""ver_cantor"":true,""ver_escala"":true,""ver_youtube"":true,""ver_repertorio"":true,""ver_musicas_novas"":true,""enviar_solic_musica"":false,""enviar_sugestao_culto"":false,""gerar_script_holyrics"":true,""ver_aba_midias_upadas"":true}"
86af156f-4451-42f1-bfc7-65e85bcd37a0,ae125cfd-96ef-4324-b1f0-f96a4f34eecf,Louvor,Ministério de Louvor e Adoração,⛪,blue,"{""ver_vs"":true,""ver_cifra"":true,""ver_letra"":true,""ver_midia"":false,""ver_cantor"":true,""ver_escala"":true,""ver_youtube"":true,""ver_repertorio"":true,""ver_musicas_novas"":true,""enviar_solic_musica"":true,""enviar_sugestao_culto"":true,""gerar_script_holyrics"":false,""ver_aba_midias_upadas"":false}"
8b75cf30-5b37-4966-a217-5909ffa74759,c2273d93-492e-46e4-a8c0-fcb847cd8424,Ministério de Louvor & Adoração,Equipe principal de louvor da igreja,🎵,emerald,{}
